"site","FRic","FEve","FDis","FDiv","Q","sp_richness","IBRA","formation","class","shot_number","beam","delta_time","lat","lon","ground_elev","height_lastbin","height_bin0","rh100","cover","pai_total","fhd","sensitivity","pai_z0_5m","pai_z5_10m","pai_z10_15m","pai_z15_20m","pai_z20_25m","pai_z25_30m","pai_z30_35m","pai_z35_40m","pai_z40_45m","pai_z45_50m","pai_z50_55m","pai_z55_60m","pai_z60_65m","pai_z65_70m","pai_z70_75m","pai_z75_80m","pai_z80_85m","pai_z85_90m","pai_z90_95m","pai_z95_100m","pai_z100_105m","pai_z105_110m","pai_z110_115m","pai_z115_120m","pai_z120_125m","pai_z125_130m","pai_z130_135m","pai_z135_140m","pai_z140_145m","pai_z145_150m","pavd_z0_5m","pavd_z5_10m","pavd_z10_15m","pavd_z15_20m","pavd_z20_25m","pavd_z25_30m","pavd_z30_35m","pavd_z35_40m","pavd_z40_45m","pavd_z45_50m","pavd_z50_55m","pavd_z55_60m","pavd_z60_65m","pavd_z65_70m","pavd_z70_75m","pavd_z75_80m","pavd_z80_85m","pavd_z85_90m","pavd_z90_95m","pavd_z95_100m","pavd_z100_105m","pavd_z105_110m","pavd_z110_115m","pavd_z115_120m","pavd_z120_125m","pavd_z125_130m","pavd_z130_135m","pavd_z135_140m","pavd_z140_145m","pavd_z145_150m","match_distance_m","mean_pai","mean_fhd","mean_evenness","mean_height","sd_height","prop_understory","prop_midstory","prop_canopy","n_shots","n_sites","formation_lab","sp_richness_bench","total_cover","shannon_H","pielou_evenness","gini_simpson"
"CPJGI0103771",0.024011481,0.720071636,1.578069087,0.706564543,2.205770859,19,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",47950200100047304,2,56569332.9329393,-34.9645550955848,148.604961001092,909.385314941406,-8.69511604309082,22.4833030700684,22.3,0.363804399967194,0.905074059963226,3.03277397155762,0.973483562469482,0.904093682765961,0.777054488658905,0.500514388084412,0.221351534128189,0.043782752007246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254078339785337,0.0403579324483871,0.0555702969431877,0.0456731617450714,0.0221351534128189,0.00437827501446009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7203081193218,2.44679684564471,1.34612498288114,0.836394478147512,7.84835754733787,5.22521373708093,0.369500918874913,0.522139334541559,0.108359746583527,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",29,40,3.37237697110762,0.97306230644502,0.96125
"CPJGI0103765",0.095592896,0.764440878,1.189146216,0.736666093,1.683928941,64,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",97620300400452800,3,84252169.784342,-34.9565124169331,148.629323314937,569.818603515625,-4.77351808547974,22.3504390716553,22.12,0.363556772470474,0.903911232948303,2.99979567527771,0.931772410869598,0.903911232948303,0.844805300235748,0.666507601737976,0.413850128650665,0.130202874541283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118211759254336,0.0237403586506844,0.0430955216288567,0.0536304749548435,0.0413850098848343,0.0130202872678638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21934554251943,2.95927713811398,1.46840236657471,0.912369688342876,9.15733928242356,5.86554115626089,0.305450010513172,0.510703402026389,0.183846587460439,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",77,133,4.66221282791182,0.984378690781475,0.989428458363955
"CPJGI0103777",0.01317023,0.758449179,1.344234075,0.685837478,1.904367183,25,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",313070800100048448,8,204296541.98815,-34.9720999462701,148.606455015545,831.377990722656,-13.1151428222656,45.4943084716797,45.52,0.402521759271622,1.03138673305511,3.25410747528076,0.986038684844971,1.03138673305511,0.89942729473114,0.73412811756134,0.630759716033936,0.538592994213104,0.488457471132278,0.435797870159149,0.292598277330399,0.132089003920555,0.0047361496835947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263918917626143,0.0297258682549,0.0268667563796043,0.0195535123348236,0.0142302270978689,0.0102795111015439,0.0195859186351299,0.0303708855062723,0.0287862122058868,0.01320890057832,0.000473614985821769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2530704576511,5.18797362782061,2.08554795165351,0.905741967147748,16.5892529530794,11.6181276299998,0.198803387805266,0.314873499651677,0.486323112543058,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",34,58,3.61802927409648,0.967990658242867,0.969084423305589
"CPJGI0103831",0.022673051,0.777790707,1.150174867,0.719573856,1.61886705,40,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",74590500400453328,5,71417340.8592242,-34.9545706984014,148.58242602487,719.832458496094,-9.05704307556152,17.4676094055176,17.32,0.343220800161362,0.840908110141754,2.72517871856689,0.963146448135376,0.840908110141754,0.609738826751709,0.229671865701675,0.0350261144340038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462338589131832,0.0611236244440079,0.0574712678790092,0.0229671858251095,0.00350261153653264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0306979873669,1.71534491702914,1.06582097249112,0.768827315744195,5.92252129528164,3.89313156226008,0.490226835310853,0.489353881030052,0.0204192836590944,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",38,81,3.82706315400717,0.96857177804794,0.975461057765585
"CPJGI0103830",0.010689127,0.807591265,1.174352101,0.754113917,1.610118086,24,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",74590500400453328,5,71417340.8592242,-34.9545706984014,148.58242602487,719.832458496094,-9.05704307556152,17.4676094055176,17.32,0.343220800161362,0.840908110141754,2.72517871856689,0.963146448135376,0.840908110141754,0.609738826751709,0.229671865701675,0.0350261144340038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462338589131832,0.0611236244440079,0.0574712678790092,0.0229671858251095,0.00350261153653264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0306979873669,1.71534491702914,1.06582097249112,0.768827315744195,5.92252129528164,3.89313156226008,0.490226835310853,0.489353881030052,0.0204192836590944,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",20,44,3.29552796049243,0.959679743764952,0.956611570247934
"CPJGI0104484",0.190543771,0.799748285,2.199453461,0.743092598,2.982776655,33,"South East Corner","Rainforests","Cool Temperate Rainforests",330460100100044096,1,213985504.896033,-36.306144112534,150.023287054143,734.721618652344,-5.00043725967407,24.6708660125732,16.61,0.777602314949036,3.01201462745667,2.69651937484741,0.961995482444763,3.01201462745667,1.91221034526825,0.772485494613647,0.0648933723568916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219960853457451,0.223952904343605,0.184731692075729,0.0772485509514809,0.00648933742195368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.222827147718,5.76160383969546,1.02506580200642,0.739428674569767,5.66913619295217,3.7676855681014,0.522773642766782,0.465963282894473,0.0112630743387455,1,275,"Rainforests (n = 275)",28,52,3.33975056913177,0.955167552313552,0.957840236686391
"CPJGI0104486",0.012196083,0.843824081,1.979466179,0.737636255,2.640958657,20,"South East Corner","Wet sclerophyll forests (Shrubby subformation)","Southern Escarpment Wet Sclerophyll Forests",330460200100044864,2,213985504.643956,-36.3088468199146,150.029236633446,736.159851074219,-3.08992791175842,39.768741607666,39.63,0.86757892370224,4.0536642074585,3.3046817779541,0.976973354816437,4.0536642074585,3.54522585868835,3.06253218650818,2.56796598434448,1.77598571777344,0.917949378490448,0.49150937795639,0.198254466056824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101687632501125,0.0991131886839867,0.0977259948849678,0.128654643893242,0.165001660585403,0.128447636961937,0.0719694867730141,0.0491509400308132,0.0198254454880953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8748017681675,16.6130871772766,1.83014564093472,0.880114013427024,12.5537350830589,8.71850074073298,0.244004269898921,0.397744138382337,0.358251591718743,1,365,"Wet sclerophyll forests (Shrubby subformation) (n = 365)",21,29,2.9487837204524,0.968553781675324,0.941736028537455
"CPJGI0104923",0.039933106,0.878434004,1.067186037,0.732361971,1.507138357,43,"South East Corner","Grasslands","Maritime Grasslands",48810500400455504,5,57052586.0959996,-35.9951999815009,150.158293559424,46.4953231811523,-8.06503582000732,5.42562103271484,5.44,0.0316918008029461,0.0644122287631035,1.78059720993042,0.969692289829254,0.0633747652173042,0.00324196554720402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012026559561491,0.00633747642859817,0.000324196560541168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5320578417188,0.0666167307645082,0.194568278956475,0.280702691164807,2.7433296793462,1.07584341977831,0.951334064130759,0.0486659358692405,0,1,245,"Grasslands (n = 245)",54,99,4.03658018911056,0.974281662480773,0.980308131823283
"CPJGI0104960",0.018166442,0.815502966,1.172397036,0.730953342,1.612387774,21,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",34310600400724468,6,48977735.5824739,-34.9060932138454,149.285462768772,797.626953125,-8.42965888977051,25.1384716033936,24.79,0.479757219552994,1.30692076683044,3.12920737266541,0.957235515117645,1.30692076683044,1.11067962646484,0.862996578216553,0.524022579193115,0.140133246779442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392482280731201,0.0443924181163311,0.0586657002568245,0.0722863301634789,0.0524022616446018,0.0140133239328861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9655606086277,3.94475279748439,1.44203770397855,0.895988402434007,8.79858670835346,5.77429884351587,0.331306125865194,0.500329502507743,0.168364371627063,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",22,56,3.27614220905757,0.963232015501709,0.957908163265306
"CPJGI0104968",0.162491445,0.80377647,1.282737475,0.733476103,1.812450215,65,"South Eastern Highlands","Wet sclerophyll forests (Grassy subformation)","Southern Tableland Wet Sclerophyll Forests",173710600400715680,6,126666466.356482,-34.1921337273004,149.266901292514,784.28076171875,-7.3705267906189,23.0505409240723,22.93,0.223016008734703,0.504777431488037,3.08733654022217,0.956190824508667,0.504777431488037,0.353524595499039,0.300828009843826,0.193032428622246,0.0614034570753574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302505698055029,0.0203949455171824,0.0160492192953825,0.0239424537867308,0.0193032417446375,0.00614034570753574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3141061050486,1.41356592252851,1.45175339251515,0.902025099135098,8.79575070036738,5.99984960556897,0.357095076673269,0.462909154015539,0.179995769311192,1,384,"Wet sclerophyll forests (Grassy subformation) (n = 384)",64,152,4.44700196936228,0.976531003190844,0.986842105263158
"CPJGI0104980",0.013731459,0.756450776,1.304170114,0.737301635,1.7945892,20,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",330100600400717120,6,213789167.093802,-34.178369764256,149.312443871312,759.651428222656,-7.33660078048706,21.585807800293,21.62,0.307195842266083,0.734175324440002,2.93097996711731,0.931152701377869,0.734175324440002,0.636367201805115,0.575587272644043,0.348666578531265,0.0396846309304237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195616260170937,0.0158588085323572,0.028770063072443,0.0535902641713619,0.0348666571080685,0.00396846327930689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2555715010888,2.33448100835085,1.41658723645493,0.880175137860703,8.90887631063345,5.54992769348096,0.314491881413354,0.519153709160102,0.166354409426544,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",19,54,3.19008274657247,0.95734902729747,0.952674897119342
"CPJGI0104988",0.109741353,0.808372672,1.307746379,0.708243952,1.857253387,51,"South Eastern Highlands","Grassy woodlands","Southern Tableland Grassy Woodlands",133971100100083280,11,104508846.677334,-34.1151763296773,149.271132814802,756.36865234375,-6.82886409759521,28.9869918823242,28.72,0.929366290569305,5.30347347259521,2.89560914039612,0.989587783813477,5.30347347259521,3.40852999687195,1.35483407974243,0.636784970760345,0.393261700868607,0.0888766348361969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378988683223724,0.394863933324814,0.27717450261116,0.0961572378873825,0.0547908321022987,0.0393261685967445,0.00888766348361969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20852341773132,11.1857608556747,1.29090772876946,0.720469321323372,6.99052289598912,5.60384451834576,0.474127199841275,0.425841758828398,0.100031041330327,1,1057,"Grassy woodlands (n = 1057)",50,100,4.19791233982568,0.978429559213374,0.9832
"CPJGI0105020",0.003201508,0.748446781,1.430403754,0.729447213,1.969999739,13,"South Eastern Highlands","Forested wetlands","Eastern Riverine Forests",183530200100050240,2,132133586.390759,-34.0943351263192,149.371499003549,567.810485839844,-1.91743755340576,21.3105888366699,21.04,0.889313101768494,4.40332174301147,2.78290867805481,0.968033850193024,4.40332174301147,2.72099113464355,1.07724714279175,0.241823747754097,0.033090740442276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336466103792191,0.332607448101044,0.247916743159294,0.104415640234947,0.0241823736578226,0.00330907432362437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3014627819624,8.47647450864314,1.09026815192642,0.677421690829632,5.88190106005297,4.15656793847989,0.519475607284794,0.448091747761688,0.0324326449535185,1,329,"Forested wetlands (n = 329)",30,50,3.62429917032888,0.975960370561851,0.9696
"CPJGI0104983",0.021208981,0.839053732,1.230037131,0.7689807,1.683183933,32,"South Eastern Highlands","Dry sclerophyll forests (Shrub/grass subformation)","Central Gorge Dry Sclerophyll Forests",210230600100117920,6,147007909.011904,-34.5080204176511,150.08000672228,661.860046386719,-6.95289754867554,11.1845502853394,11.14,0.0808383896946907,0.168619319796562,2.44374704360962,0.944599807262421,0.168619319796562,0.106465995311737,0.0170741435140371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124306632205844,0.0151545172557235,0.0106465993449092,0.00170741428155452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2993583926068,0.292159458622336,0.851053534514138,0.774662311074186,4.90646465808212,3.02709599129175,0.577148248397222,0.422851751602778,0,1,775,"Dry sclerophyll forests (Shrub/grass subformation) (n = 775)",32,78,3.69876019299481,0.977424640626429,0.973372781065089
"CPJGI0105015",0.012701052,0.761450307,1.136248258,0.723057243,1.60130163,31,"South Eastern Highlands","Dry sclerophyll forests (Shrub/grass subformation)","Upper Riverina Dry Sclerophyll Forests",238610600100083328,6,162817792.688969,-34.0920477301694,149.373917070791,561.571716308594,-7.02550220489502,25.1940822601318,24.97,0.433062136173248,1.13512229919434,2.80355215072632,0.982910931110382,1.13512229919434,0.62128221988678,0.229376897215843,0.115755945444107,0.0582784079015255,0.00166414317209274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102768018841743,0.0905745401978493,0.0505526289343834,0.0171098485589027,0.011409180238843,0.00582784088328481,0.000166414320119657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37152779400931,2.16147991281469,1.19433841066071,0.666572958688072,6.36017512405266,5.11983184330196,0.52515977246172,0.39355402382384,0.0812862037144402,1,775,"Dry sclerophyll forests (Shrub/grass subformation) (n = 775)",23,49,3.56993282635382,0.974443225249195,0.967930029154519
"CPJGI0104961",NA,0.545980738,1.403048917,0.701324483,1.788176989,6,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",34310600400724468,6,48977735.5824739,-34.9060932138454,149.285462768772,797.626953125,-8.42965888977051,25.1384716033936,24.79,0.479757219552994,1.30692076683044,3.12920737266541,0.957235515117645,1.30692076683044,1.11067962646484,0.862996578216553,0.524022579193115,0.140133246779442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392482280731201,0.0443924181163311,0.0586657002568245,0.0722863301634789,0.0524022616446018,0.0140133239328861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9655606086277,3.94475279748439,1.44203770397855,0.895988402434007,8.79858670835346,5.77429884351587,0.331306125865194,0.500329502507743,0.168364371627063,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",4,10,2.30258509299405,1,0.9
"CPJGI0104969",0.00306535,0.806184851,1.228880198,0.792186155,1.617170689,16,"South Eastern Highlands","Wet sclerophyll forests (Grassy subformation)","Southern Tableland Wet Sclerophyll Forests",173710600400715680,6,126666466.356482,-34.1921337273004,149.266901292514,784.28076171875,-7.3705267906189,23.0505409240723,22.93,0.223016008734703,0.504777431488037,3.08733654022217,0.956190824508667,0.504777431488037,0.353524595499039,0.300828009843826,0.193032428622246,0.0614034570753574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302505698055029,0.0203949455171824,0.0160492192953825,0.0239424537867308,0.0193032417446375,0.00614034570753574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3141061050486,1.41356592252851,1.45175339251515,0.902025099135098,8.79575070036738,5.99984960556897,0.357095076673269,0.462909154015539,0.179995769311192,1,384,"Wet sclerophyll forests (Grassy subformation) (n = 384)",23,31,3.16567216684904,0.971632402510526,0.951092611862643
"CPJGI0104981",6.93e-06,0.771346148,0.970372365,0.780259507,1.24329626,8,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",330100600400717120,6,213789167.093802,-34.178369764256,149.312443871312,759.651428222656,-7.33660078048706,21.585807800293,21.62,0.307195842266083,0.734175324440002,2.93097996711731,0.931152701377869,0.734175324440002,0.636367201805115,0.575587272644043,0.348666578531265,0.0396846309304237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195616260170937,0.0158588085323572,0.028770063072443,0.0535902641713619,0.0348666571080685,0.00396846327930689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2555715010888,2.33448100835085,1.41658723645493,0.880175137860703,8.90887631063345,5.54992769348096,0.314491881413354,0.519153709160102,0.166354409426544,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",7,10,2.30258509299405,1,0.9
"CPJGI0105025",0.020617428,0.846447489,1.095643914,0.747285388,1.525141028,39,"South Eastern Highlands","Dry sclerophyll forests (Shrubby subformation)","Southern Tableland Dry Sclerophyll Forests",169800600100115744,6,124483353.641757,-34.8178706894125,149.808298794496,780.534118652344,-12.0094127655029,14.8146333694458,14.77,0.378951907157898,0.953130960464478,2.48783421516418,0.962761700153351,0.953130960464478,0.495378226041794,0.112420722842216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915505439043045,0.0840710252523422,0.0495378226041794,0.0112420720979571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.364682489507,1.56092990934849,0.854922013694851,0.77818355257186,4.8070211782502,3.13270504215283,0.610617398485434,0.389382601514566,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",38,89,3.8576422949149,0.976310895927187,0.976896856457518
"CPJGI0105064",0.027800272,0.787705879,1.280216508,0.731215016,1.786325967,38,"South East Corner","Heathlands","South Coast Heaths",87150800100047648,8,78412885.8077578,-37.1977539844375,150.016553202124,32.859806060791,-5.14093017578125,3.85284423828125,3.73,0.00235073221847415,0.00470701279118657,1.05228519439697,0.966843247413635,0.00470701279118657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941402569878846,0.000470701284939423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94016595353547,0.00470701279118657,0,NA,2.5,0,1,0,0,1,179,"Heathlands (n = 179)",37,79,3.70692395817632,0.968208712776186,0.972280083319981
"CPJGI0105065",0.031192838,0.784538208,1.103785478,0.715558888,1.56786609,47,"South East Corner","Heathlands","South Coast Heaths",322070600100102784,6,209310300.85981,-37.1598392581461,150.004636498011,42.0502090454102,-6.32324457168579,3.7198052406311,3.73,0.0365601629018784,0.0744957402348518,1.33009040355682,0.946671426296234,0.0744957402348518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148991476744413,0.00744957383722067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0709818555016,0.0744957402348518,0,NA,2.5,0,1,0,0,1,179,"Heathlands (n = 179)",40,87,3.87913321263569,0.968008656462803,0.976350905007267
"CJCM14060900",0.041082196,0.82114325,1.246227765,0.712042456,1.764625592,38,"South East Corner","Dry sclerophyll forests (Shrubby subformation)","South East Dry Sclerophyll Forests",350300200100047168,2,225034767.833606,-37.35832617256,149.952965438333,55.4658050537109,-6.37492895126343,4.41760921478271,4.4,0.0166540388017893,0.0335892401635647,1.52423930168152,0.904144942760468,0.0315940715372562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631881412118673,0.00315940706059337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81611031921071,0.0315940715372562,0,NA,2.5,0,1,0,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",33,78,3.75878751641948,0.970961597144747,0.974030243261013
"CJCM14112300",0.09809627,0.834413781,1.240061318,0.699945612,1.768055052,52,"South East Corner","Dry sclerophyll forests (Shrubby subformation)","South East Dry Sclerophyll Forests",350300200100047168,2,225034767.833606,-37.35832617256,149.952965438333,55.4658050537109,-6.37492895126343,4.41760921478271,4.4,0.0166540388017893,0.0335892401635647,1.52423930168152,0.904144942760468,0.0315940715372562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631881412118673,0.00315940706059337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81611031921071,0.0315940715372562,0,NA,2.5,0,1,0,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",49,93,4.06852879138024,0.978274385173041,0.981153890623193
"CJCM14060904",0.002048767,0.901585468,0.869905942,0.751537323,1.201112973,23,"South Eastern Highlands","Heathlands","Southern Montane Heaths",122991100100047632,11,98388224.7296003,-35.8047950924637,149.66686762435,829.247253417969,-11.9257907867432,57.0091781616211,56.75,0.176761344075203,0.389038175344467,3.20074582099915,0.942023038864136,0.389038175344467,0.383066862821579,0.354514926671982,0.312546223402023,0.275443494319916,0.250117719173431,0.224082231521606,0.210108801722527,0.188982635736465,0.161465764045715,0.11025121062994,0.0373448394238949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119426031596959,0.00345232430845499,0.00705206394195557,0.00790714379400015,0.00624285032972693,0.00513612478971481,0.004000891931355,0.00350996083579957,0.00486430386081338,0.00787314213812351,0.0124120935797691,0.0110251205042005,0.00373448384925723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2356979299154,2.89696288481355,2.37741129479564,0.956740686817538,22.6516410931213,15.3481168687337,0.134291736143353,0.254605191305733,0.611103072550914,1,179,"Heathlands (n = 179)",22,47,3.16784504052003,0.961165606585539,0.9506564056134
"CPJGI0105323",0.039358768,0.803194019,1.127952941,0.714155574,1.592661416,44,"South Eastern Highlands","Grassy woodlands","Tableland Clay Grassy Woodlands",348111100400456256,11,223819114.656558,-35.4435600292763,149.913644671786,707.546081542969,-12.4538135528564,31.1660041809082,31.19,0.182695299386978,0.403624385595322,3.09813785552979,0.969656348228455,0.39506071805954,0.388674229383469,0.358531355857849,0.320593595504761,0.248783722519875,0.135809272527695,0.0100759882479906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012772997142747,0.00365293608047068,0.00680806115269661,0.0109747629612684,0.0184784345328808,0.0238707736134529,0.0135809266939759,0.00100759882479906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9488664535534,1.85752888210118,1.76605685344317,0.907573689515184,12.7344435837748,7.92290277653127,0.212680794288732,0.402257855821925,0.385061349889343,1,1057,"Grassy woodlands (n = 1057)",47,102,4.06413978439934,0.973589540603631,0.98077662437524
"CPJGI0105324",0.036377057,0.825350059,1.14740222,0.733523544,1.606977077,46,"South Eastern Highlands","Wet sclerophyll forests (Shrubby subformation)","Southern Escarpment Wet Sclerophyll Forests",167970800100048480,8,123463200.386831,-35.4394872378191,149.915061607368,711.120727539062,-5.12707424163818,28.1499004364014,28.04,0.40703934431076,1.04590809345245,3.20075917243958,0.926611959934235,1.04193913936615,0.926756918430328,0.839577734470367,0.718030512332916,0.427508145570755,0.19928190112114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230364445596933,0.0202361419796944,0.0208726413547993,0.041206955909729,0.0518748573958874,0.0427508130669594,0.019928190857172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41795029896601,4.15309435129166,1.68801135658533,0.942097075849461,11.4890156359395,7.42005815995597,0.250882607336406,0.425305688600921,0.323811704062673,1,365,"Wet sclerophyll forests (Shrubby subformation) (n = 365)",44,96,4.0749975636068,0.979829796108357,0.981553819444444
